,code,time_key,open,close,high,low,volume,turnover,pe_ratio,turnover_rate,last_close
839,HK.999010,2022-01-04 17:20:00,23311.0,23320.0,23322.0,23303.0,236,5501763.0,0.0,0.0,23296.0
840,HK.999010,2022-01-04 17:25:00,23320.0,23314.0,23323.0,23313.0,103,2401755.0,0.0,0.0,23320.0
841,HK.999010,2022-01-04 17:30:00,23315.0,23314.0,23318.0,23312.0,49,1142441.0,0.0,0.0,23314.0
842,HK.999010,2022-01-04 17:35:00,23314.0,23321.0,23322.0,23312.0,70,1632247.0,0.0,0.0,23314.0
843,HK.999010,2022-01-04 17:40:00,23319.0,23317.0,23323.0,23315.0,42,979357.0,0.0,0.0,23321.0
844,HK.999010,2022-01-04 17:45:00,23318.0,23322.0,23323.0,23317.0,38,886160.0,0.0,0.0,23317.0
845,HK.999010,2022-01-04 17:50:00,23320.0,23328.0,23329.0,23319.0,84,1959329.0,0.0,0.0,23322.0
846,HK.999010,2022-01-04 17:55:00,23329.0,23335.0,23337.0,23329.0,124,2893461.0,0.0,0.0,23328.0
847,HK.999010,2022-01-04 18:00:00,23334.0,23340.0,23342.0,23332.0,142,3314033.0,0.0,0.0,23335.0
848,HK.999010,2022-01-04 18:05:00,23340.0,23328.0,23342.0,23328.0,126,2940467.0,0.0,0.0,23340.0
849,HK.999010,2022-01-04 18:10:00,23328.0,23331.0,23335.0,23323.0,122,2846246.0,0.0,0.0,23328.0
850,HK.999010,2022-01-04 18:15:00,23331.0,23335.0,23338.0,23329.0,74,1726643.0,0.0,0.0,23331.0
851,HK.999010,2022-01-04 18:20:00,23334.0,23332.0,23335.0,23329.0,90,2099886.0,0.0,0.0,23335.0
852,HK.999010,2022-01-04 18:25:00,23334.0,23334.0,23335.0,23328.0,142,3313090.0,0.0,0.0,23332.0
853,HK.999010,2022-01-04 18:30:00,23335.0,23342.0,23342.0,23332.0,136,3173773.0,0.0,0.0,23334.0
854,HK.999010,2022-01-04 18:35:00,23343.0,23344.0,23347.0,23340.0,100,2334350.0,0.0,0.0,23342.0
855,HK.999010,2022-01-04 18:40:00,23344.0,23351.0,23351.0,23340.0,88,2054437.0,0.0,0.0,23344.0
856,HK.999010,2022-01-04 18:45:00,23350.0,23356.0,23357.0,23346.0,126,2942156.0,0.0,0.0,23351.0
857,HK.999010,2022-01-04 18:50:00,23356.0,23344.0,23361.0,23344.0,110,2569056.0,0.0,0.0,23356.0
858,HK.999010,2022-01-04 18:55:00,23345.0,23340.0,23345.0,23336.0,79,1843904.0,0.0,0.0,23344.0
859,HK.999010,2022-01-04 19:00:00,23338.0,23341.0,23343.0,23335.0,55,1283649.0,0.0,0.0,23340.0
860,HK.999010,2022-01-04 19:05:00,23339.0,23340.0,23348.0,23336.0,125,2917896.0,0.0,0.0,23341.0
861,HK.999010,2022-01-04 19:10:00,23340.0,23336.0,23341.0,23334.0,156,3640653.0,0.0,0.0,23340.0
862,HK.999010,2022-01-04 19:15:00,23335.0,23337.0,23340.0,23333.0,75,1750205.0,0.0,0.0,23336.0
863,HK.999010,2022-01-04 19:20:00,23337.0,23337.0,23338.0,23333.0,114,2660202.0,0.0,0.0,23337.0
864,HK.999010,2022-01-04 19:25:00,23337.0,23336.0,23340.0,23334.0,66,1540205.0,0.0,0.0,23337.0
865,HK.999010,2022-01-04 19:30:00,23334.0,23318.0,23335.0,23318.0,147,3428877.0,0.0,0.0,23336.0
866,HK.999010,2022-01-04 19:35:00,23317.0,23319.0,23327.0,23316.0,85,1982268.0,0.0,0.0,23318.0
867,HK.999010,2022-01-04 19:40:00,23318.0,23325.0,23326.0,23316.0,68,1585833.0,0.0,0.0,23319.0
868,HK.999010,2022-01-04 19:45:00,23324.0,23327.0,23330.0,23322.0,55,1282967.0,0.0,0.0,23325.0
869,HK.999010,2022-01-04 19:50:00,23326.0,23346.0,23346.0,23324.0,250,5834067.0,0.0,0.0,23327.0
870,HK.999010,2022-01-04 19:55:00,23343.0,23357.0,23368.0,23340.0,483,11281565.0,0.0,0.0,23346.0
871,HK.999010,2022-01-04 20:00:00,23355.0,23339.0,23355.0,23339.0,151,3525616.0,0.0,0.0,23357.0
872,HK.999010,2022-01-04 20:05:00,23341.0,23342.0,23349.0,23340.0,138,3221660.0,0.0,0.0,23339.0
873,HK.999010,2022-01-04 20:10:00,23341.0,23341.0,23348.0,23336.0,102,2380960.0,0.0,0.0,23342.0
874,HK.999010,2022-01-04 20:15:00,23342.0,23342.0,23346.0,23338.0,113,2637536.0,0.0,0.0,23341.0
875,HK.999010,2022-01-04 20:20:00,23340.0,23340.0,23344.0,23339.0,32,746918.0,0.0,0.0,23342.0
876,HK.999010,2022-01-04 20:25:00,23337.0,23332.0,23340.0,23328.0,194,4526682.0,0.0,0.0,23340.0
877,HK.999010,2022-01-04 20:30:00,23330.0,23326.0,23331.0,23319.0,156,3638987.0,0.0,0.0,23332.0
878,HK.999010,2022-01-04 20:35:00,23325.0,23332.0,23333.0,23321.0,90,2099418.0,0.0,0.0,23326.0
879,HK.999010,2022-01-04 20:40:00,23332.0,23331.0,23335.0,23329.0,137,3196367.0,0.0,0.0,23332.0
880,HK.999010,2022-01-04 20:45:00,23331.0,23331.0,23333.0,23326.0,53,1236475.0,0.0,0.0,23331.0
881,HK.999010,2022-01-04 20:50:00,23329.0,23337.0,23338.0,23329.0,72,1680116.0,0.0,0.0,23331.0
882,HK.999010,2022-01-04 20:55:00,23336.0,23338.0,23342.0,23336.0,58,1353635.0,0.0,0.0,23337.0
883,HK.999010,2022-01-04 21:00:00,23338.0,23341.0,23346.0,23335.0,62,1447120.0,0.0,0.0,23338.0
884,HK.999010,2022-01-04 21:05:00,23342.0,23344.0,23346.0,23338.0,53,1237080.0,0.0,0.0,23341.0
885,HK.999010,2022-01-04 21:10:00,23344.0,23335.0,23346.0,23335.0,106,2474040.0,0.0,0.0,23344.0
886,HK.999010,2022-01-04 21:15:00,23336.0,23349.0,23351.0,23336.0,113,2637962.0,0.0,0.0,23335.0
887,HK.999010,2022-01-04 21:20:00,23350.0,23349.0,23353.0,23341.0,114,2661466.0,0.0,0.0,23349.0
888,HK.999010,2022-01-04 21:25:00,23349.0,23355.0,23357.0,23349.0,101,2358747.0,0.0,0.0,23349.0
889,HK.999010,2022-01-04 21:30:00,23355.0,23357.0,23358.0,23354.0,57,1331293.0,0.0,0.0,23355.0
890,HK.999010,2022-01-04 21:35:00,23357.0,23346.0,23358.0,23343.0,100,2334908.0,0.0,0.0,23357.0
891,HK.999010,2022-01-04 21:40:00,23347.0,23349.0,23350.0,23341.0,48,1120559.0,0.0,0.0,23346.0
892,HK.999010,2022-01-04 21:45:00,23350.0,23354.0,23356.0,23350.0,56,1307757.0,0.0,0.0,23349.0
893,HK.999010,2022-01-04 21:50:00,23354.0,23359.0,23359.0,23350.0,62,1447959.0,0.0,0.0,23354.0
894,HK.999010,2022-01-04 21:55:00,23360.0,23358.0,23362.0,23356.0,94,2195709.0,0.0,0.0,23359.0
895,HK.999010,2022-01-04 22:00:00,23356.0,23365.0,23365.0,23350.0,107,2499285.0,0.0,0.0,23358.0
896,HK.999010,2022-01-04 22:05:00,23364.0,23356.0,23371.0,23354.0,166,3878536.0,0.0,0.0,23365.0
897,HK.999010,2022-01-04 22:10:00,23356.0,23366.0,23368.0,23356.0,81,1892412.0,0.0,0.0,23356.0
898,HK.999010,2022-01-04 22:15:00,23365.0,23370.0,23378.0,23364.0,121,2827776.0,0.0,0.0,23366.0
899,HK.999010,2022-01-04 22:20:00,23369.0,23367.0,23373.0,23366.0,51,1191796.0,0.0,0.0,23370.0
900,HK.999010,2022-01-04 22:25:00,23367.0,23374.0,23376.0,23361.0,117,2734142.0,0.0,0.0,23367.0
901,HK.999010,2022-01-04 22:30:00,23375.0,23379.0,23379.0,23367.0,128,2991756.0,0.0,0.0,23374.0
902,HK.999010,2022-01-04 22:35:00,23378.0,23338.0,23378.0,23307.0,1081,25227817.0,0.0,0.0,23379.0
903,HK.999010,2022-01-04 22:40:00,23337.0,23363.0,23374.0,23325.0,604,14102330.0,0.0,0.0,23338.0
904,HK.999010,2022-01-04 22:45:00,23360.0,23356.0,23390.0,23351.0,467,10914415.0,0.0,0.0,23363.0
905,HK.999010,2022-01-04 22:50:00,23355.0,23387.0,23393.0,23346.0,488,11406838.0,0.0,0.0,23356.0
906,HK.999010,2022-01-04 22:55:00,23386.0,23357.0,23386.0,23345.0,417,9741278.0,0.0,0.0,23387.0
907,HK.999010,2022-01-04 23:00:00,23354.0,23346.0,23369.0,23345.0,203,4741072.0,0.0,0.0,23357.0
908,HK.999010,2022-01-04 23:05:00,23350.0,23308.0,23355.0,23303.0,734,17117401.0,0.0,0.0,23346.0
909,HK.999010,2022-01-04 23:10:00,23306.0,23328.0,23330.0,23299.0,433,10093935.0,0.0,0.0,23308.0
910,HK.999010,2022-01-04 23:15:00,23327.0,23328.0,23333.0,23320.0,262,6111364.0,0.0,0.0,23328.0
911,HK.999010,2022-01-04 23:20:00,23326.0,23295.0,23330.0,23291.0,397,9252155.0,0.0,0.0,23328.0
912,HK.999010,2022-01-04 23:25:00,23297.0,23336.0,23336.0,23292.0,337,7857171.0,0.0,0.0,23295.0
913,HK.999010,2022-01-04 23:30:00,23337.0,23333.0,23346.0,23320.0,356,8307175.0,0.0,0.0,23336.0
914,HK.999010,2022-01-04 23:35:00,23332.0,23301.0,23337.0,23296.0,248,5780844.0,0.0,0.0,23333.0
915,HK.999010,2022-01-04 23:40:00,23302.0,23287.0,23303.0,23283.0,254,5916218.0,0.0,0.0,23301.0
916,HK.999010,2022-01-04 23:45:00,23287.0,23276.0,23293.0,23272.0,249,5797587.0,0.0,0.0,23287.0
917,HK.999010,2022-01-04 23:50:00,23274.0,23319.0,23323.0,23270.0,381,8876237.0,0.0,0.0,23276.0
918,HK.999010,2022-01-04 23:55:00,23320.0,23297.0,23327.0,23290.0,273,6363956.0,0.0,0.0,23319.0
919,HK.999010,2022-01-05 00:00:00,23297.0,23287.0,23298.0,23283.0,166,3866064.0,0.0,0.0,23297.0
920,HK.999010,2022-01-05 00:05:00,23289.0,23249.0,23291.0,23239.0,502,11679262.0,0.0,0.0,23287.0
921,HK.999010,2022-01-05 00:10:00,23253.0,23270.0,23273.0,23248.0,241,5605481.0,0.0,0.0,23249.0
922,HK.999010,2022-01-05 00:15:00,23269.0,23265.0,23279.0,23263.0,174,4049252.0,0.0,0.0,23270.0
923,HK.999010,2022-01-05 00:20:00,23265.0,23291.0,23291.0,23255.0,191,4445273.0,0.0,0.0,23265.0
924,HK.999010,2022-01-05 00:25:00,23290.0,23258.0,23298.0,23253.0,218,5073457.0,0.0,0.0,23291.0
925,HK.999010,2022-01-05 00:30:00,23255.0,23271.0,23274.0,23243.0,414,9628760.0,0.0,0.0,23258.0
926,HK.999010,2022-01-05 00:35:00,23273.0,23278.0,23278.0,23264.0,226,5259243.0,0.0,0.0,23271.0
927,HK.999010,2022-01-05 00:40:00,23278.0,23288.0,23290.0,23275.0,92,2141994.0,0.0,0.0,23278.0
928,HK.999010,2022-01-05 00:45:00,23286.0,23298.0,23299.0,23286.0,106,2469134.0,0.0,0.0,23288.0
929,HK.999010,2022-01-05 00:50:00,23298.0,23296.0,23304.0,23292.0,92,2143408.0,0.0,0.0,23298.0
930,HK.999010,2022-01-05 00:55:00,23296.0,23298.0,23309.0,23295.0,62,1444728.0,0.0,0.0,23296.0
931,HK.999010,2022-01-05 01:00:00,23303.0,23286.0,23303.0,23285.0,74,1723708.0,0.0,0.0,23298.0
932,HK.999010,2022-01-05 01:05:00,23286.0,23277.0,23288.0,23272.0,86,2002076.0,0.0,0.0,23286.0
933,HK.999010,2022-01-05 01:10:00,23276.0,23284.0,23285.0,23272.0,56,1303624.0,0.0,0.0,23277.0
934,HK.999010,2022-01-05 01:15:00,23280.0,23295.0,23296.0,23274.0,121,2817083.0,0.0,0.0,23284.0
935,HK.999010,2022-01-05 01:20:00,23293.0,23286.0,23294.0,23286.0,38,884998.0,0.0,0.0,23295.0
936,HK.999010,2022-01-05 01:25:00,23283.0,23282.0,23290.0,23280.0,57,1327191.0,0.0,0.0,23286.0
937,HK.999010,2022-01-05 01:30:00,23282.0,23288.0,23288.0,23278.0,52,1210686.0,0.0,0.0,23282.0
938,HK.999010,2022-01-05 01:35:00,23287.0,23281.0,23291.0,23279.0,78,1816027.0,0.0,0.0,23288.0
939,HK.999010,2022-01-05 01:40:00,23283.0,23286.0,23288.0,23281.0,36,838266.0,0.0,0.0,23281.0
940,HK.999010,2022-01-05 01:45:00,23290.0,23285.0,23293.0,23284.0,29,675379.0,0.0,0.0,23286.0
941,HK.999010,2022-01-05 01:50:00,23285.0,23287.0,23293.0,23283.0,27,628718.0,0.0,0.0,23285.0
942,HK.999010,2022-01-05 01:55:00,23287.0,23283.0,23287.0,23281.0,17,395833.0,0.0,0.0,23287.0
943,HK.999010,2022-01-05 02:00:00,23284.0,23272.0,23284.0,23271.0,53,1233710.0,0.0,0.0,23283.0
944,HK.999010,2022-01-05 02:05:00,23271.0,23267.0,23271.0,23265.0,58,1349549.0,0.0,0.0,23272.0
945,HK.999010,2022-01-05 02:10:00,23267.0,23275.0,23279.0,23264.0,61,1419459.0,0.0,0.0,23267.0
946,HK.999010,2022-01-05 02:15:00,23274.0,23277.0,23278.0,23271.0,39,907735.0,0.0,0.0,23275.0
947,HK.999010,2022-01-05 02:20:00,23278.0,23267.0,23284.0,23264.0,113,2630023.0,0.0,0.0,23277.0
948,HK.999010,2022-01-05 02:25:00,23266.0,23256.0,23266.0,23254.0,88,2046782.0,0.0,0.0,23267.0
949,HK.999010,2022-01-05 02:30:00,23256.0,23261.0,23270.0,23255.0,151,3512636.0,0.0,0.0,23256.0
950,HK.999010,2022-01-05 02:35:00,23262.0,23248.0,23264.0,23242.0,109,2534335.0,0.0,0.0,23261.0
951,HK.999010,2022-01-05 02:40:00,23247.0,23261.0,23265.0,23246.0,172,3999683.0,0.0,0.0,23248.0
952,HK.999010,2022-01-05 02:45:00,23260.0,23259.0,23265.0,23258.0,92,2139964.0,0.0,0.0,23261.0
953,HK.999010,2022-01-05 02:50:00,23260.0,23265.0,23269.0,23255.0,89,2070344.0,0.0,0.0,23259.0
954,HK.999010,2022-01-05 02:55:00,23263.0,23260.0,23267.0,23254.0,32,744406.0,0.0,0.0,23265.0
955,HK.999010,2022-01-05 03:00:00,23258.0,23243.0,23283.0,23243.0,163,3790684.0,0.0,0.0,23260.0
956,HK.999010,2022-01-05 09:20:00,23247.0,23314.0,23329.0,23247.0,2580,60086768.0,0.0,0.0,23243.0
957,HK.999010,2022-01-05 09:25:00,23314.0,23315.0,23326.0,23301.0,858,20001568.0,0.0,0.0,23314.0
958,HK.999010,2022-01-05 09:30:00,23315.0,23315.0,23325.0,23300.0,713,16622708.0,0.0,0.0,23315.0
959,HK.999010,2022-01-05 09:35:00,23315.0,23254.0,23316.0,23238.0,4551,105916315.0,0.0,0.0,23315.0
960,HK.999010,2022-01-05 09:40:00,23255.0,23193.0,23255.0,23178.0,3711,86112461.0,0.0,0.0,23254.0
961,HK.999010,2022-01-05 09:45:00,23195.0,23169.0,23205.0,23149.0,3258,75508859.0,0.0,0.0,23193.0
962,HK.999010,2022-01-05 09:50:00,23170.0,23127.0,23188.0,23115.0,3261,75487751.0,0.0,0.0,23169.0
963,HK.999010,2022-01-05 09:55:00,23126.0,23113.0,23157.0,23107.0,2413,55821413.0,0.0,0.0,23127.0
964,HK.999010,2022-01-05 10:00:00,23111.0,23102.0,23126.0,23101.0,1707,39450295.0,0.0,0.0,23113.0
965,HK.999010,2022-01-05 10:05:00,23103.0,23061.0,23119.0,23054.0,3574,82529757.0,0.0,0.0,23102.0
966,HK.999010,2022-01-05 10:10:00,23061.0,23034.0,23070.0,23009.0,3129,72090946.0,0.0,0.0,23061.0
967,HK.999010,2022-01-05 10:15:00,23033.0,23049.0,23065.0,23024.0,2006,46230828.0,0.0,0.0,23034.0
968,HK.999010,2022-01-05 10:20:00,23049.0,23060.0,23065.0,23037.0,1548,35679821.0,0.0,0.0,23049.0
969,HK.999010,2022-01-05 10:25:00,23061.0,23034.0,23069.0,23015.0,1714,39491057.0,0.0,0.0,23060.0
970,HK.999010,2022-01-05 10:30:00,23034.0,23012.0,23047.0,23002.0,1374,31632406.0,0.0,0.0,23034.0
971,HK.999010,2022-01-05 10:35:00,23012.0,23038.0,23051.0,23002.0,1526,35137326.0,0.0,0.0,23012.0
972,HK.999010,2022-01-05 10:40:00,23038.0,23049.0,23057.0,23033.0,908,20924613.0,0.0,0.0,23038.0
973,HK.999010,2022-01-05 10:45:00,23046.0,23054.0,23060.0,23028.0,1068,24612706.0,0.0,0.0,23049.0
974,HK.999010,2022-01-05 10:50:00,23055.0,23081.0,23085.0,23048.0,1587,36607897.0,0.0,0.0,23054.0
975,HK.999010,2022-01-05 10:55:00,23081.0,23130.0,23154.0,23074.0,3867,89404317.0,0.0,0.0,23081.0
976,HK.999010,2022-01-05 11:00:00,23130.0,23197.0,23218.0,23127.0,4114,95390469.0,0.0,0.0,23130.0
977,HK.999010,2022-01-05 11:05:00,23195.0,23156.0,23211.0,23148.0,2347,54399460.0,0.0,0.0,23197.0
978,HK.999010,2022-01-05 11:10:00,23157.0,23125.0,23167.0,23114.0,1632,37758070.0,0.0,0.0,23156.0
979,HK.999010,2022-01-05 11:15:00,23126.0,23096.0,23129.0,23095.0,1363,31494087.0,0.0,0.0,23125.0
980,HK.999010,2022-01-05 11:20:00,23096.0,23100.0,23106.0,23083.0,1081,24963838.0,0.0,0.0,23096.0
981,HK.999010,2022-01-05 11:25:00,23099.0,23110.0,23123.0,23085.0,989,22852438.0,0.0,0.0,23100.0
982,HK.999010,2022-01-05 11:30:00,23109.0,23107.0,23114.0,23092.0,512,11827746.0,0.0,0.0,23110.0
983,HK.999010,2022-01-05 11:35:00,23110.0,23107.0,23122.0,23099.0,421,9729779.0,0.0,0.0,23107.0
984,HK.999010,2022-01-05 11:40:00,23106.0,23111.0,23132.0,23100.0,584,13499136.0,0.0,0.0,23107.0
985,HK.999010,2022-01-05 11:45:00,23109.0,23099.0,23120.0,23095.0,371,8572376.0,0.0,0.0,23111.0
986,HK.999010,2022-01-05 11:50:00,23099.0,23101.0,23105.0,23091.0,287,6629235.0,0.0,0.0,23099.0
987,HK.999010,2022-01-05 11:55:00,23096.0,23102.0,23108.0,23091.0,363,8385049.0,0.0,0.0,23101.0
988,HK.999010,2022-01-05 12:00:00,23103.0,23102.0,23108.0,23095.0,394,9102236.0,0.0,0.0,23102.0
989,HK.999010,2022-01-05 13:05:00,23083.0,23047.0,23092.0,23040.0,1980,45663753.0,0.0,0.0,23102.0
990,HK.999010,2022-01-05 13:10:00,23045.0,23020.0,23048.0,23020.0,1248,28749354.0,0.0,0.0,23047.0
991,HK.999010,2022-01-05 13:15:00,23021.0,23040.0,23042.0,23007.0,1306,30063425.0,0.0,0.0,23020.0
992,HK.999010,2022-01-05 13:20:00,23039.0,23048.0,23057.0,23036.0,843,19427379.0,0.0,0.0,23040.0
993,HK.999010,2022-01-05 13:25:00,23047.0,23025.0,23060.0,23017.0,754,17369280.0,0.0,0.0,23048.0
994,HK.999010,2022-01-05 13:30:00,23024.0,23001.0,23041.0,22988.0,1606,36952598.0,0.0,0.0,23025.0
995,HK.999010,2022-01-05 13:35:00,23002.0,22995.0,23026.0,22995.0,1110,25544686.0,0.0,0.0,23001.0
996,HK.999010,2022-01-05 13:40:00,22995.0,22974.0,22998.0,22962.0,1945,44685120.0,0.0,0.0,22995.0
997,HK.999010,2022-01-05 13:45:00,22975.0,22989.0,23004.0,22966.0,801,18415764.0,0.0,0.0,22974.0
998,HK.999010,2022-01-05 13:50:00,22989.0,22994.0,22998.0,22966.0,968,22243815.0,0.0,0.0,22989.0
999,HK.999010,2022-01-05 13:55:00,22994.0,22990.0,23009.0,22984.0,583,13408397.0,0.0,0.0,22994.0
